Strategic,Monitor,On,Friday,01-Jun-18,filename:CCITY_20180601,,,,,,183,196,288,354,,,,,,,,,,,,,,
,INT,OTHER,SA/LK,PH,PT,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,Time Change,Current Time,Reading,Is a Node,Remove Duplicate,Test VO,Total VO,Num Lanes,Summed DS,Average DS
Friday,01-Jun-18,03:29,SS,6M+,PL,4.1,PV,4.3,CL,85,0,RL,68,SA,53,DS,2,,0,03:29:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:29:00,0,0,0,0,0,0,0,0
,183,S,20,AC,57,8,2,1,17,4,3,10,3,2,0,0,0,16,1,03:29:00,1,1,1,9,9,4,35,8.75
,183,S,21,B,28,17,2,2,11,2,1,31,3,3,-,-,- ,28,1,03:29:00,1,1,1,7,7,3,59,19.6666666666667
,184,S,161,A,84,0,0,0,15,5,4,14,6,5,6,2,2,17,1,03:29:00,1,0,0,13,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:29:00,1,0,0,0,0,2,0,0
,183,S,183,B,28,17,2,2,11,2,1,-,-,- ,-,-,- ,17,1,03:29:00,1,1,0,4,0,2,0,0
,183,L,7,AC,57,8,2,1,-,-,- ,-,-,- ,-,-,- ,60,1,03:29:00,1,1,0,2,0,1,0,0
A=<36 ,B=44,C=20,,,,,,,,,,,,,,,,,1,03:29:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:29,SS,58M+,PL,1.3,PV,1.3,CL,85,0,RL,68,SA,200,DS,5,,0,03:29:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:29:00,0,0,0,0,0,0,0,0
,288,S,206,A,84,8,3,3,0,0,0,7,3,2,0,0,0,11,1,03:29:00,1,1,1,6,6,4,15,3.75
,288,S,270,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:29:00,1,1,1,0,0,2,0,0
A=<85 ,B=#13,,,,,,,,,,,,,,,,,,1,03:29:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:30,SS,10,-,PL,4.2,PV,1.2,CL,60,0,RL,60,SA,30,DS,16,0,03:30:00,0,0,0,34.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:30:00,0,0,0,0,0,0,0,0
,354,S,30,A,61,16,5,3,12,4,2,6,2,1,-,-,- ,10,1,03:30:00,1,1,1,11,11,3,34,11.3333333333333
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,- ,17,1,03:30:00,1,1,1,0,0,3,0,0
,182,S,34,A,73,0,0,0,0,0,0,-,-,- ,-,-,- ,2,1,03:30:00,1,0,0,0,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,03:30:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:30,SS,85M+,PL,3.3,PV,4.3,CL,100,0,RL,87,SA,108,DS,103,,0,03:30:00,0,0,0,187,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:30:00,0,0,0,0,0,0,0,0
,908,S,287,AC,99,-,-,- ,7,3,2,6,2,2,-,-,- ,9,1,03:30:00,1,0,0,5,0,2,0,0
,196,S,310,A,76,23,6,5,17,6,4,33,8,7,-,-,- ,35,1,03:30:00,1,1,1,20,20,3,73,24.3333333333333
,196,S,311,ABE,76,0,0,0,19,6,4,9,3,2,5,2,1,19,1,03:30:00,1,1,1,11,11,4,33,8.25
,196,S,312,D,37,33,5,4,31,4,4,20,3,3,39,4,4,37,1,03:30:00,1,1,1,16,16,4,123,30.75
,197,L,71,ABF,51,33,6,6,28,6,6,-,-,- ,-,-,- ,360,1,03:30:00,1,0,0,12,0,2,0,0
,197,L,72,ABF,51,25,5,4,20,4,3,-,-,- ,-,-,- ,200,1,03:30:00,1,0,0,9,0,2,0,0
A=<11 ,B=20,C=#25,D=26,E=18,,,,,,,,,,,,,,,1,03:30:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:30,SS,10,-,PL,1.2,PV,1.2,CL,60,5,RL,60,SA,30,DS,14,0,03:30:00,0,0,0,31.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:30:00,0,0,0,0,0,0,0,0
,354,S,30,A,60,14,4,3,9,3,2,6,2,1,-,-,- ,14,1,03:30:00,1,1,1,9,9,3,29,9.66666666666667
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,- ,8,1,03:30:00,1,1,1,0,0,3,0,0
,182,S,34,A,73,0,0,0,0,0,0,-,-,- ,-,-,- ,1,1,03:30:00,1,0,0,0,0,2,0,0
A=<64 ,B=36,,,,,,,,,,,,,,,,,,1,03:30:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:31,SS,6M+,PL,4.1,PV,5.3,CL,85,0,RL,68,SA,52,DS,49,,0,03:31:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:31:00,0,0,0,0,0,0,0,0
,183,S,20,AC,55,14,3,2,12,3,2,6,2,1,0,0,0,16,1,03:31:00,1,1,1,8,8,4,32,8
,183,S,21,B,28,30,3,3,10,2,1,10,2,1,-,-,- ,31,1,03:31:00,1,1,1,7,7,3,50,16.6666666666667
,184,S,161,A,84,10,3,3,13,4,4,5,2,2,0,0,0,15,1,03:31:00,1,0,0,9,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:31:00,1,0,0,0,0,2,0,0
,183,S,183,B,28,30,3,3,10,2,1,-,-,- ,-,-,- ,23,1,03:31:00,1,1,0,5,0,2,0,0
,183,L,7,AC,55,14,3,2,-,-,- ,-,-,- ,-,-,- ,60,1,03:31:00,1,1,0,3,0,1,0,0
A=<36 ,B=44,C=20,,,,,,,,,,,,,,,,,1,03:31:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:31,SS,58M+,PL,1.3,PV,1.3,CL,85,0,RL,68,SA,200,DS,6,,0,03:31:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:31:00,0,0,0,0,0,0,0,0
,288,S,206,A,84,16,6,5,0,0,0,7,3,2,0,0,0,13,1,03:31:00,1,1,1,9,9,4,23,5.75
,288,S,270,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:31:00,1,1,1,0,0,2,0,0
A=<85 ,B=#13,,,,,,,,,,,,,,,,,,1,03:31:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:31,SS,85M+,PL,7.3,PV,7.3,CL,100,0,RL,87,SA,108,DS,96,,0,03:31:00,0,0,0,187,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:31:00,0,0,0,0,0,0,0,0
,908,S,287,AC,87,-,-,- ,15,6,4,7,3,2,-,-,- ,12,1,03:31:00,1,0,0,9,0,2,0,0
,196,S,310,A,37,0,0,0,18,3,2,42,4,4,-,-,- ,35,1,03:31:00,1,1,1,7,7,3,60,20
,196,S,311,ABE,37,0,0,0,24,3,3,17,3,2,10,2,1,20,1,03:31:00,1,1,1,8,8,4,51,12.75
,196,S,312,D,27,11,2,1,0,0,0,6,2,1,0,0,0,27,1,03:31:00,1,1,1,4,4,4,17,4.25
,197,L,71,ABF,69,17,5,4,19,7,5,-,-,- ,-,-,- ,360,1,03:31:00,1,0,0,12,0,2,0,0
,197,L,72,ABF,69,6,2,1,6,2,1,-,-,- ,-,-,- ,120,1,03:31:00,1,0,0,4,0,2,0,0
A=<16 ,B=20,C=#25,D=22,E=17,,,,,,,,,,,,,,,1,03:31:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:32,SS,10,-,PL,1.2,PV,4.2,CL,60,0,RL,60,SA,30,DS,11,0,03:32:00,0,0,0,31.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:32:00,0,0,0,0,0,0,0,0
,354,S,30,A,29,10,2,1,11,2,1,0,0,0,-,-,- ,13,1,03:32:00,1,1,1,4,4,3,21,7
,354,S,31,B,19,0,0,0,33,3,2,0,0,0,-,-,- ,15,1,03:32:00,1,1,1,3,3,3,33,11
,182,S,34,A,74,6,2,1,13,4,3,-,-,- ,-,-,- ,6,1,03:32:00,1,0,0,6,0,2,0,0
A=<64 ,B=36,,,,,,,,,,,,,,,,,,1,03:32:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:32,SS,6M+,PL,5.1,PV,5.3,CL,85,0,RL,68,SA,52,DS,49,,0,03:32:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:32:00,0,0,0,0,0,0,0,0
,183,S,20,AC,57,0,0,0,11,3,2,6,2,1,0,0,0,13,1,03:32:00,1,1,1,5,5,4,17,4.25
,183,S,21,B,26,16,2,1,29,3,3,11,2,1,-,-,- ,30,1,03:32:00,1,1,1,7,7,3,56,18.6666666666667
,184,S,161,A,84,0,0,0,12,4,3,10,4,3,0,0,0,13,1,03:32:00,1,0,0,8,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:32:00,1,0,0,0,0,2,0,0
,183,S,183,B,26,16,2,1,29,3,3,-,-,- ,-,-,- ,27,1,03:32:00,1,1,0,5,0,2,0,0
,183,L,7,AC,57,0,0,0,-,-,- ,-,-,- ,-,-,- ,40,1,03:32:00,1,1,0,0,0,1,0,0
A=<34 ,B=46,C=20,,,,,,,,,,,,,,,,,1,03:32:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:32,SS,58M+,PL,1.3,PV,1.3,CL,85,0,RL,68,SA,200,DS,7,,0,03:32:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:32:00,0,0,0,0,0,0,0,0
,288,S,206,A,83,4,2,1,0,0,0,4,2,1,0,0,0,9,1,03:32:00,1,1,1,4,4,4,8,2
,288,S,270,B,11,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:32:00,1,1,1,0,0,2,0,0
A=<85 ,B=#13,,,,,,,,,,,,,,,,,,1,03:32:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:33,SS,10,+,PL,4.2,PV,4.2,CL,60,-6,RL,60,SA,30,DS,10,0,03:33:00,0,0,0,34.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:33:00,0,0,0,0,0,0,0,0
,354,S,30,A,53,10,4,2,10,4,2,9,3,1,-,-,- ,11,1,03:33:00,1,1,1,11,11,3,29,9.66666666666667
,354,S,31,B,16,0,0,0,54,3,3,0,0,0,-,-,- ,35,1,03:33:00,1,1,1,3,3,3,54,18
,182,S,34,A,71,0,0,0,12,4,3,-,-,- ,-,-,- ,10,1,03:33:00,1,0,0,4,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,03:33:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:33,SS,85M+,PL,7.3,PV,8.3,CL,100,0,RL,87,SA,0,DS,0,,0,03:33:00,0,0,0,187,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:33:00,0,0,0,0,0,0,0,0
,908,S,287,AC,87,-,-,- ,7,3,2,0,0,0,-,-,- ,10,1,03:33:00,1,0,0,3,0,2,0,0
,196,S,310,A,48,33,6,4,46,7,7,53,7,7,-,-,- ,45,1,03:33:00,1,1,1,20,20,3,132,44
,196,S,311,ABE,48,0,0,0,23,5,3,27,4,4,13,3,2,24,1,03:33:00,1,1,1,12,12,4,63,15.75
,196,S,312,D,31,38,5,4,0,0,0,8,2,1,0,0,0,29,1,03:33:00,1,1,1,7,7,4,46,11.5
,197,L,71,ABF,52,30,7,5,19,5,4,-,-,- ,-,-,- ,340,1,03:33:00,1,0,0,12,0,2,0,0
,197,L,72,ABF,52,19,4,3,15,3,2,-,-,- ,-,-,- ,160,1,03:33:00,1,0,0,7,0,2,0,0
A=<16 ,B=20,C=#25,D=22,E=17,,,,,,,,,,,,,,,1,03:33:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:34,SS,6M+,PL,5.1,PV,4.3,CL,85,0,RL,68,SA,52,DS,40,,0,03:34:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:34:00,0,0,0,0,0,0,0,0
,183,S,20,AC,58,8,2,1,7,2,1,6,2,1,0,0,0,10,1,03:34:00,1,1,1,6,6,4,21,5.25
,183,S,21,B,25,24,4,2,10,2,1,10,2,1,-,-,- ,27,1,03:34:00,1,1,1,8,8,3,44,14.6666666666667
,184,S,161,A,84,6,2,2,9,3,3,4,2,1,0,0,0,11,1,03:34:00,1,0,0,7,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:34:00,1,0,0,0,0,2,0,0
,183,S,183,B,25,24,4,2,10,2,1,-,-,- ,-,-,- ,27,1,03:34:00,1,1,0,6,0,2,0,0
,183,L,7,AC,58,8,2,1,-,-,- ,-,-,- ,-,-,- ,40,1,03:34:00,1,1,0,2,0,1,0,0
A=<34 ,B=46,C=20,,,,,,,,,,,,,,,,,1,03:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:34,SS,58M+,PL,3.3,PV,3.3,CL,85,0,RL,68,SA,0,DS,0,,0,03:34:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:34:00,0,0,0,0,0,0,0,0
,288,S,206,A,74,0,0,0,0,0,0,5,2,2,0,0,0,7,1,03:34:00,1,1,1,2,2,4,5,1.25
,288,S,270,B,13,60,2,3,36,2,2,-,-,- ,-,-,- ,27,1,03:34:00,1,1,1,4,4,2,96,48
A=<67 ,B=#28,,,,,,,,,,,,,,,,,,1,03:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:34,SS,10,-,PL,4.2,PV,4.2,CL,60,6,RL,60,SA,0,DS,0,0,03:34:00,0,0,0,4.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:34:00,0,0,0,0,0,0,0,0
,354,S,30,A,30,0,0,0,0,0,0,0,0,0,-,-,- ,6,1,03:34:00,1,1,1,0,0,3,0,0
,354,S,31,B,15,17,2,1,0,0,0,21,2,1,-,-,- ,21,1,03:34:00,1,1,1,4,4,3,38,12.6666666666667
,182,S,34,A,68,0,0,0,0,0,0,-,-,- ,-,-,- ,3,1,03:34:00,1,0,0,0,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,03:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:34,SS,10,-,PL,4.2,PV,4.2,CL,60,0,RL,44,SA,35,DS,9,0,03:34:00,0,0,0,39.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:34:00,0,0,0,0,0,0,0,0
,354,S,30,A,30,0,0,0,0,0,0,0,0,0,-,-,- ,3,1,03:34:00,1,1,1,0,0,3,0,0
,354,S,31,B,15,17,2,1,0,0,0,21,2,1,-,-,- ,16,1,03:34:00,1,1,1,4,4,3,38,12.6666666666667
,182,S,34,A,68,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:34:00,1,0,0,0,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,03:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:35,SS,85M+,PL,7.3,PV,7.3,CL,100,0,RL,88,SA,0,DS,0,,0,03:35:00,0,0,0,188,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:35:00,0,0,0,0,0,0,0,0
,908,S,287,AC,102,-,-,- ,19,8,6,0,0,0,-,-,- ,14,1,03:35:00,1,0,0,8,0,2,0,0
,196,S,310,A,74,36,5,7,16,4,4,23,5,5,-,-,- ,43,1,03:35:00,1,1,1,14,14,3,75,25
,196,S,311,ABE,74,0,0,0,30,9,7,23,7,6,5,2,1,28,1,03:35:00,1,1,1,18,18,4,58,14.5
,196,S,312,D,21,30,2,2,29,2,2,20,2,2,0,0,0,28,1,03:35:00,1,1,1,6,6,4,79,19.75
,197,L,71,ABF,55,14,4,3,14,4,3,-,-,- ,-,-,- ,260,1,03:35:00,1,0,0,8,0,2,0,0
,197,L,72,ABF,55,31,7,6,24,5,4,-,-,- ,-,-,- ,240,1,03:35:00,1,0,0,12,0,2,0,0
A=<16 ,B=20,C=#25,D=22,E=17,,,,,,,,,,,,,,,1,03:35:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:35,SS,6M+,PL,5.1,PV,5.3,CL,85,0,RL,68,SA,52,DS,40,,0,03:35:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:35:00,0,0,0,0,0,0,0,0
,183,S,20,AC,59,0,0,0,0,0,0,0,0,0,0,0,0,5,1,03:35:00,1,1,1,0,0,4,0,0
,183,S,21,B,31,47,5,5,10,2,1,10,2,1,-,-,- ,35,1,03:35:00,1,1,1,9,9,3,67,22.3333333333333
,184,S,161,A,84,0,0,0,0,0,0,0,0,0,0,0,0,6,1,03:35:00,1,0,0,0,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:35:00,1,0,0,0,0,2,0,0
,183,S,183,B,31,47,5,5,10,2,1,-,-,- ,-,-,- ,35,1,03:35:00,1,1,0,7,0,2,0,0
,183,L,7,AC,59,0,0,0,-,-,- ,-,-,- ,-,-,- ,20,1,03:35:00,1,1,0,0,0,1,0,0
A=<34 ,B=46,C=20,,,,,,,,,,,,,,,,,1,03:35:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:35,SS,58M+,PL,3.3,PV,3.3,CL,85,0,RL,68,SA,200,DS,6,,0,03:35:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:35:00,0,0,0,0,0,0,0,0
,288,S,206,A,73,9,3,2,0,0,0,6,2,2,0,0,0,7,1,03:35:00,1,1,1,5,5,4,15,3.75
,288,S,270,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,20,1,03:35:00,1,1,1,0,0,2,0,0
A=<69 ,B=#26,,,,,,,,,,,,,,,,,,1,03:35:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:35,SS,10,-,PL,4.2,PV,4.2,CL,60,0,RL,60,SA,30,DS,10,0,03:35:00,0,0,0,34.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:35:00,0,0,0,0,0,0,0,0
,354,S,30,A,43,10,4,1,7,3,1,7,3,1,-,-,- ,5,1,03:35:00,1,1,1,10,10,3,24,8
,354,S,31,B,16,24,2,1,22,3,1,0,0,0,-,-,- ,22,1,03:35:00,1,1,1,5,5,3,46,15.3333333333333
,182,S,34,A,73,0,0,0,5,2,1,-,-,- ,-,-,- ,2,1,03:35:00,1,0,0,2,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,03:35:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:36,SS,6M+,PL,5.1,PV,5.3,CL,85,0,RL,68,SA,53,DS,5,,0,03:36:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:36:00,0,0,0,0,0,0,0,0
,183,S,20,AC,54,8,2,1,18,4,3,0,0,0,0,0,0,10,1,03:36:00,1,1,1,6,6,4,26,6.5
,183,S,21,B,29,36,4,3,22,3,2,0,0,0,-,-,- ,37,1,03:36:00,1,1,1,7,7,3,58,19.3333333333333
,184,S,161,A,84,5,2,1,12,4,3,7,3,2,0,0,0,7,1,03:36:00,1,0,0,9,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:36:00,1,0,0,0,0,2,0,0
,183,S,183,B,29,36,4,3,22,3,2,-,-,- ,-,-,- ,37,1,03:36:00,1,1,0,7,0,2,0,0
,183,L,7,AC,54,8,2,1,-,-,- ,-,-,- ,-,-,- ,20,1,03:36:00,1,1,0,2,0,1,0,0
A=<34 ,B=46,C=20,,,,,,,,,,,,,,,,,1,03:36:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:36,SS,58M+,PL,2.3,PV,2.3,CL,85,0,RL,68,SA,200,DS,5,,0,03:36:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:36:00,0,0,0,0,0,0,0,0
,288,S,206,A,83,4,2,1,5,2,1,6,3,2,0,0,0,7,1,03:36:00,1,1,1,7,7,4,15,3.75
,288,S,270,B,11,0,0,0,0,0,0,-,-,- ,-,-,- ,13,1,03:36:00,1,1,1,0,0,2,0,0
A=<72 ,B=#24,,,,,,,,,,,,,,,,,,1,03:36:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:36,SS,10,-,PL,1.2,PV,1.2,CL,60,4,RL,60,SA,30,DS,16,0,03:36:00,0,0,0,31.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:36:00,0,0,0,0,0,0,0,0
,354,S,30,A,45,16,4,2,7,2,1,12,3,2,-,-,- ,11,1,03:36:00,1,1,1,9,9,3,35,11.6666666666667
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,- ,13,1,03:36:00,1,1,1,0,0,3,0,0
,182,S,34,A,33,0,0,0,0,0,0,-,-,- ,-,-,- ,2,1,03:36:00,1,0,0,0,0,2,0,0
A=<64 ,B=36,,,,,,,,,,,,,,,,,,1,03:36:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:36,SS,85M+,PL,5.3,PV,5.3,CL,100,0,RL,88,SA,0,DS,0,,0,03:36:00,0,0,0,188,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:36:00,0,0,0,0,0,0,0,0
,908,S,287,AC,100,-,-,- ,6,2,2,0,0,0,-,-,- ,11,1,03:36:00,1,0,0,2,0,2,0,0
,196,S,310,A,79,0,0,0,31,9,7,29,7,6,-,-,- ,37,1,03:36:00,1,1,1,16,16,3,60,20
,196,S,311,ABE,79,5,2,2,26,7,6,15,5,4,5,2,1,28,1,03:36:00,1,1,1,16,16,4,51,12.75
,196,S,312,D,27,45,4,4,19,2,2,24,2,2,0,0,0,39,1,03:36:00,1,1,1,8,8,4,88,22
,197,L,71,ABF,61,38,9,8,32,8,8,-,-,- ,-,-,- ,380,1,03:36:00,1,0,0,17,0,2,0,0
,197,L,72,ABF,61,24,5,5,22,5,4,-,-,- ,-,-,- ,300,1,03:36:00,1,0,0,10,0,2,0,0
A=<14 ,B=20,C=#25,D=24,E=17,,,,,,,,,,,,,,,1,03:36:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:38,SS,10,-,PL,1.2,PV,1.2,CL,60,0,RL,60,SA,30,DS,7,0,03:38:00,0,0,0,31.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:38:00,0,0,0,0,0,0,0,0
,354,S,30,A,80,7,3,2,6,3,2,0,0,0,-,-,- ,11,1,03:38:00,1,1,1,6,6,3,13,4.33333333333333
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,- ,5,1,03:38:00,1,1,1,0,0,3,0,0
,182,S,34,A,31,0,0,0,12,2,1,-,-,- ,-,-,- ,7,1,03:38:00,1,0,0,2,0,2,0,0
A=<64 ,B=36,,,,,,,,,,,,,,,,,,1,03:38:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:38,SS,6M+,PL,5.1,PV,5.3,CL,85,0,RL,68,SA,53,DS,5,,0,03:38:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:38:00,0,0,0,0,0,0,0,0
,183,S,20,AC,55,24,5,4,0,0,0,0,0,0,0,0,0,17,1,03:38:00,1,1,1,5,5,4,24,6
,183,S,21,B,26,21,2,2,0,0,0,0,0,0,-,-,- ,32,1,03:38:00,1,1,1,2,2,3,21,7
,184,S,161,A,84,17,6,4,22,7,6,5,2,2,0,0,0,14,1,03:38:00,1,0,0,15,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:38:00,1,0,0,0,0,2,0,0
,183,S,183,B,26,21,2,2,0,0,0,-,-,- ,-,-,- ,32,1,03:38:00,1,1,0,2,0,2,0,0
,183,L,7,AC,55,24,5,4,-,-,- ,-,-,- ,-,-,- ,80,1,03:38:00,1,1,0,5,0,1,0,0
A=<34 ,B=46,C=20,,,,,,,,,,,,,,,,,1,03:38:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:38,SS,58M+,PL,2.3,PV,1.3,CL,85,0,RL,68,SA,0,DS,0,,0,03:38:00,0,0,0,153,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:38:00,0,0,0,0,0,0,0,0
,288,S,206,A,75,9,3,3,9,3,2,21,6,7,0,0,0,13,1,03:38:00,1,1,1,12,12,4,39,9.75
,288,S,270,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,03:38:00,1,1,1,0,0,2,0,0
A=<74 ,B=#22,,,,,,,,,,,,,,,,,,1,03:38:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,03:38,SS,85M+,PL,5.3,PV,4.3,CL,100,0,RL,87,SA,0,DS,0,,0,03:38:00,0,0,0,187,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,03:38:00,0,0,0,0,0,0,0,0
,908,S,287,AC,81,-,-,- ,11,4,3,8,3,2,-,-,- ,11,1,03:38:00,1,0,0,7,0,2,0,0
